46576897,46742697,46773055,46620045,46480882,46447697,46443959
20119000,20271000,20425000,20585000,20771000,20966000,21203000
51445,52006,52591,53169,53739,54288,54821
172580,173832,174835,175660,176421,177206,178015
30235,30615,30959,31264,31530,31754,31949
109315,109341,109328,109320,109357,109455,109643
877023136,901455755,926548177,952278631,978625081,1005570800,1033106135
876933366,901368314,926459874,952188682,978533722,1005477381,1033011458
877023136,901455755,926548177,952278631,978625081,1005570800,1033106135
34385963,35167314,35990192,36849918,37737913,38647803,39578828
526103,531589,537077,542540,547928,553208,558368
1202843,1225258,1248158,1271456,1295097,1319011,1343098
9378126,9449213,9519374,9600379,9696110,9799186,9903122
7824909,7912398,7996861,8089346,8188649,8282396,8372098
21018834,20863993,20420701,19809141,19203090,18734987,18430453
7641630,7815949,7995062,8177809,8362745,8548651,8734951
46098591,47570902,49082997,50636595,52234869,53879957,55572201
67208808,67530130,67843979,68143065,68416772,68657600,68863514
1109591,1131523,1156760,1184366,1212814,1240977,1268671
6502952,6679282,6859482,7042948,7228915,7416802,7606374
104137,104577,104951,105328,105782,106364,107122
1328100,1334788,1341588,1348248,1354493,1360092,1364962
10639931,10761467,10886668,11014558,11143908,11273661,11403248
72326914,73409455,74569867,75787333,77030628,78271472,79512426
5087210,5174061,5267839,5366277,5466241,5565284,5662544
30994,31731,32431,33108,33739,34339,34900
10531,10628,10725,10819,10908,11001,11097
33915133,35093648,36306796,37553726,38833338,40144870,41487965
45870700,45706100,45593300,45489600,45271947,45154029,45004645
8270684,8672475,8900453,9006263,9070867,9154302,9269612
62766365,63258918,63700300,64128226,64613160,65128861,65637239
309348193,311663358,313998379,316204908,318563456,320896618,323127513
2464534816,2482888622,2501989805,2521454986,2541065424,2560411825,2579909675
3374415,3385624,3396777,3408005,3419546,3431552,3444006
28562400,29339400,29774500,30243200,30757700,31298900,31848200
236295,241871,247485,253142,258850,264603,270402
29028033,29463291,29893080,30317848,30738378,31155134,31568179
86932500,87860300,88809200,89759500,90728900,91713300,92701100
106267,105784,105275,104737,104170,103574,102951
3811102,3927051,4046901,4169506,4294682,4422143,4551566
6930656699,7012843635,7097400665,7182860114,7268986175,7355220411,7442135578
23606779,24252206,24909969,25576322,26246327,26916207,27584213
13850033,14264756,14699937,15153210,15620974,16100587,16591390
14086317,14386649,14710826,15054506,15411675,15777451,16150362
